"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"30039","Snellville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,1469,1495,1479.5,1487,1559,1539.5,1499,1495,1487.5,1495,1495,1495,1505.5,1500,1564,1560.5,1556,1562,1549.5,1550,1506,1500,1520,1581,1582.5,1615,1600
"19121","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",148,,,,,,,,,,,,2200,2400,2300,2300,2200,2200,2100,2000,2000,2000,2100,2200,2200,2200,2230,2280,2260,2100,2100,2000,2000,2000,2200,2400,2200,2200,2200,2200,2200,2092,2000,2000,2000,2000,2000,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2100,2200,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2000,2200,2200,2400,2200,2200,2200,2200,2200,2200,2200,2162.5,2200,2400,2300,2300,2300,2240,2200,2200,2200,2200,2100,2100,2340,2400,2400,2400,2340,2320,2300,2287.5
"77044","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1575,1587.5,1562.5,1550,1550,1525,1525,1525,1525,1547,1687.5
"91765","Diamond Bar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899,2850,2800,2800,2850,2850,2850,2950,2950,2975,2997.5,2950,3000,2987.5,2950,2950,3100,3000,2950,2900,2950,2950,2950,2975,2950,2997.5,2950
"02130","Boston","MA","Boston-Cambridge-Newton","Suffolk County",151,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3000,3000,3200,3100,3200,3200,3000,3000,3200,3200,3200,3000,3050,3100,3150,3100,3000,3000,3000,3050,3050,3325,3300,3400,3400,3400,3362.5,3250,3200,3000,3000,3000,3200,3400,3500,3400,3400,3400,3400,3400,3400,3400,3200,3200,2975,3300,3450,3450,3600,3600,3600,3600,3495,3495,3495,3500,3600,3600,3600,3600,3600,3695,3700,3700,3500,3400,3300,3300,3300,3500,3500,3600,3600
"77498","Sugar Land","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,1850,1850,1850,1800,1797.5,1850,1825,1850,1875,1875,1875,1800,1812.5,1795,1850,1825,1750,1750,1750,1700,1700,1700,1700,1700,1750
"02472","Watertown","MA","Boston-Cambridge-Newton","Middlesex County",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3100,3100,3100,3200,3100,3000,2950,2950,2900,2850,2850,2850,3300,3300,3250,3200,3000,3000,3000,2900,2800,2800,3000,3100,3150,3200,3200
"33018","Hialeah","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2700,2750,2700,2675,2750,2700,2737.5,2787.5,2787.5,2700,2650,2625,2600,2700,2700,2700,2675,2700,2775,2700,2700,2700,2700,2700,2700,2700,2700
"30019","Dacula","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.5,1600,1642,1600,1587,1575,1580,1545,1595,1550,1595,1600,1675,1670,1700,1650,1650,1650,1695,1680,1680,1695,1697.5,1672.5,1695,1695
"89128","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1487.5,1700,1600,1672.5,1737.5,1650,1650,1600,1595,1605,1600,1600,1700,1795,1699,1712,1750,1795,1795,1724.5,1699.5,1750,1825,1860,1975,1800
"33428","Boca Raton","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,2796,2757,2700,2760,2775,2725,2690,2587.5,2799.5,2850,2800,2800,2800,2875,2700
"33032","Princeton","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1985,2050,1875,1800,1800,1855,2000,2000,1950,1949.5,1950,1950,1950,1950,1900,1950,1950,2000,1987,1950,1950,2000,1950,1997.5,1950,1950,1950,1950,1900,1975,1987.5,2025,2100
"02128","Boston","MA","Boston-Cambridge-Newton","Suffolk County",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,2950,2900,2900,2972.5,3100,3000,3000,3000,3000,3100,3100,3100,3100,3200,3200,3100,3100,3100,3000,3000,3000,3250,3300,3300,3300
"02139","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",160,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4000,4000,4000,3750,3800,3850,3700,3975,3937.5,3850,3800,3950,3950,3925,3875,3800,3987.5,4000,3800,3599,3500,3550,3599,3800,3962.5,4000,4000,3997.5,3800,3800,3550,3250,3250,3325,3500,3600,4000,4100,4300,4100,4000,4100,4000,3750,3900,3800,4000,4100,4112.5,4237.5,4400,4400,4300,4200,4150,4000,4000,4000,4000,4500,4500,4400,4400,4299,4400,4400,4300,4700,4600,4500,4500,4650,4650,4575
"11237","New York","NY","New York-Newark-Jersey City","Kings County",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595,3650,3775,3799,3780,3600,3400,3525,3400,3400,3483,3200,3772,3799
"02138","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,4500,4700,4600,4500,4500,4500,4000,4000,4000,4000,4000,4100,4400,4400,4400,4400,4200,4400,4400,4200,4300,4400,4500,4600,4600
"33193","Kendall West","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2300,2295,2295,2174.5,2212.5,2300,2365,2300,2300,2400,2300,2420,2425,2440,2370.5,2395,2400,2500,2440,2300,2345,2359,2300,2300,2400,2449.5
"90069","West Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18500,19250,20750,19625,19975,18000,19500,18750,20000,20000,20000,19995
"29466","Mount Pleasant","SC","Charleston-North Charleston","Charleston County",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2874.5,2995,3075,2800,2800,2597.5,2650,2650,2695,2700,2850,2750
"94582","San Ramon","CA","San Francisco-Oakland-Hayward","Contra Costa County",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4250,4300,4300,4300,4500,4500,4495,4295,4295,4200,3995,4250,4200,4200,4050,4200,4100,4000,4000,4125,3800,3950,4000,4050,4000,3950,4000
"89139","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1519.5,1600,1537.5,1595,1600,1695,1600,1600,1662.5,1650,1650,1750,1895,1695,1645,1650,1695,1800,1850,1750,1710,1795,1750,1772.5,1800,1997.5,1995
"77079","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3100,3550,3150,3500,3495,3200,3500,3200,3397.5,3500,3397.5,3047.5
"98006","Bellevue","WA","Seattle-Tacoma-Bellevue","King County",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3500,3495,3400,3300,3500,3599,3300,3300,3200,3200,3200,3350,3395,3225,3495,3495,3350,3400,3300,3300,3250,3600,3550,3500,3450,3297,3440
"02446","Brookline","MA","Boston-Cambridge-Newton","Norfolk County",170,,,,,,,,,,,,3300,3400,3500,3500,3600,3600,3600,3600,3600,3600,3700,3700,3700,3750,3795,3800,3800,3800,3800,3800,3700,3700,3695,3800,3800,3900,4000,4000,4100,3995,3995,3900,3800,3700,3700,3800,3900,3950,4000,4000,4000,4000,4000,4000,3950,3800,3800,3995,4000,4200,4200,4150,4100,4000,4000,4000,3950,3900,3850,3800,4050,4450,4450,4200,4200,4200,4100,4100,4175,4100,4000,4450,4700,4500,4500,4500,4400,4400,4500,4800,4700,4500,4400,4575,4600,4700,4700,4700,4700
"76227","Aubrey","TX","Dallas-Fort Worth-Arlington","Denton County",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.5,1747.5,1800,1862.5,1862.5,1850,1912.5,1860.5,1850,1819.5,1858,1871,1858,1806,1826
"89178","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1497.5,1595,1595,1550,1595,1595,1600,1625,1595,1650,1672.5,1595,1525,1665,1695,1650,1637.5,1650,1695,1700,1662.5,1697.5,1772.5,1697.5,1697.5,1750,1650
"32092","Saint Augustine","FL","Jacksonville","Saint Johns County",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1775,1797.5,1862.5,1875,1895,1895,1895,1885,1812.5,1847.5,1925,1895,1895,1967.5,1925,1992.5,1995,1995,1950,1932,1850,1850,1850,1850,1932.5,1945,1950
"92591","Temecula","CA","Riverside-San Bernardino-Ontario","Riverside County",174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,2180,2200,2172.5,2300,2300,2300,2225,2200,2200,2197.5,2200,2200,2300,2300,2350,2325,2300,2250,2295,2395,2275,2200,2362.5,2250,2295,2320
"33029","Pembroke Pines","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",175,,2450,2500,2600,2545,2500,2600,2650,2625,2697.5,2625,2600,2500,2500,2600,2700,2600,2600,2570,2600,2672.5,2650,2595,2650,2700,2600,2700,2800,2650,2625,2600,2650,2600,2572.5,2512.5,2500,2575,2575,2575,2575,2600,2675,2600,2650,2600,2512.5,2500,2500,2550,2500,2500,2595,2625,2600,2600,2600,2650,2600,2595,2600,2697.5,2650,2600,2625,2595,2665,2595,2597.5,2685,2695,2500,2500,2700,2680,2647,2677,2642.5,2600,2700,2700,2650,2600,2662.5,2650,2750,2762.5,2800,2675,2850,2800,2785,2690,2837.5,2875,3000,3000,3050,3100,3040,2900
"94531","Antioch","CA","San Francisco-Oakland-Hayward","Contra Costa County",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2300,2300,2300,2350,2150,2300,2300,2465,2400,2300,2387.5,2400,2400,2400,2400,2495,2500,2400,2495,2450,2500,2500,2500,2500,2500,2600,2600,2550
"32065","Orange Park","FL","Jacksonville","Clay County",177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1500,1575,1595,1625,1660,1625,1572,1605,1620,1600,1595,1592.5,1600,1695,1684,1600,1695,1700,1695,1715,1640,1605,1635,1620,1650,1749.5,1750
"73012","Edmond","OK","Oklahoma City","Oklahoma County",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1972.5,1875,1822.5,1922.5,1762.5,1595,1870,1795,1785,1897.5,1747.5
"77073","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1395,1425,1425,1425,1450,1445,1450,1440,1440,1425,1425,1450,1425,1425,1450,1500,1500,1495,1495,1495,1460.5,1475,1485,1500,1500,1505,1525
"77389","The Woodlands","TX","Houston-The Woodlands-Sugar Land","Montgomery County",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2475,2500,2690,2500,2472.5,2625,2500,2500,2500,2500,2500,2500,2525,2540,2600,2600,2575,2500,2500,2437.5,2400,2450,2397.5,2400,2400,2500,2500,2400,2600,2450,2400,2370,2400,2300,2310,2200,2325,2350,2365,2300,2300,2250,2200,2200,2400,2500,2445,2300,2250,2400,2490,2500,2500,2400,2400,2300,2200,2200,2225,2474.5,2325,2350
"20007","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,5000,4950,5500,5800,5450,5500,4875,4200,3950,4200,4400,5000
"89135","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204,2135,2200,2200,2200,2050,2000,2000,2050,2032.5,2100,2150,2150,2250,2222.5,2075,2425,2799.5,2500,2500,2349,2497.5,2899
"75033","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197.5,2250,2475,2525,2500,2400,2397.5,2395,2300,2225,2300,2362.5,2350,2350,2300,2395,2500,2495,2450,2495,2422.5,2500,2495,2490,2500,2600,2400
"34758","Poinciana","FL","Orlando-Kissimmee-Sanford","Osceola County",184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1497.5,1500,1500,1550,1550,1600,1500,1465,1450,1500,1500,1499,1530,1525,1550
"91789","Walnut","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3000,2875,2999,3000,2990,3050,3040,3200,3100,3100,2999,2975,2925,2950,3000,3000,2995,3050,2950,3000,3050,3100,2950,2950,3000,3090
"77493","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.5,1700,1792.5,1800,1812.5,1800,1800,1850,1900,1850,1850,1750,1712.5,1700,1800,1800,1825,1825,1825,1825,1825,1825,1825,1775,1825,1797.5,1795,1800
"02840","Newport","RI","Providence-Warwick","Newport County",187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2300,2250,2317.5,2400,2475,2500,2700,2775,2600,2600,2400,2600,2400,2400,2400,2500,2600,2600,2800,2800,2800,2800,2850,2725,2500,2575,2525,2650,2800,2750,2900,2900,2950
"91326","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3497.5,3500,3575,3525,3500,3680,3575,3550,3600,3500,3750,3937.5,3875,3950,3725,3825,3750
"33326","Weston","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,2975,3000,2880,2875,3000,3100,3050,3100,3000,2999.5,2999,3100,3190,3150,2999.5,2982.5,2975,2987.5,3150,3100,3497.5,3500,3500
"33076","Parkland","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,2899,2950,2871,2900,3007.5,3014,2975,3200,3200,3500,3500,3100,2987.5,3097.5,3070,3300,3400,3200,3175,3000,2985,3250,3250,3190,3100,3099,3050,3200
"02125","Boston","MA","Boston-Cambridge-Newton","Suffolk County",191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2700,2800,2900,2900,2800,2900,2800,2800,2600,2600,2400,2600,3000,3000,3000,3200,3200,3200,3100,3100,3000,2850,2850,2900,2900,3000,3150,3200,3200,3150,3000,2900,2850,2800,2800,3000,3200,3100,3200,3200
"33156","Pinecrest","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800,5750,5445,5445,5587.5,5800,5737.5,4899.5,5200,5500,5500,5450,5300,4900,5100,5450,5000,5650,5770,5400,5500,5700,5425,5425,5500
"89081","North Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",193,,,,,,,1295,1295,1250,1250,1200,1250,1225,1235,1200,1250,1272.5,1300,1250,1197,1200,1200,1195,1200,1200,1195,1200,1200,1200,1200,1245,1245,1225,1250,1275,1200,1200,1200,1250,1200,1250,1250,1200,1200,1200,1262.5,1250,1250,1249,1250,1250,1250,1250,1200,1225,1250,1250,1200,1225,1250,1250,1295,1292.5,1295,1250,1295,1250,1295,1250,1250,1250,1250,1295,1304.5,1350,1395,1395,1375,1375,1350,1400,1400,1397.5,1350,1350,1400,1462.5,1472.5,1425,1432.5,1412.5,1495,1410,1450,1493,1495,1495,1550,1512.5,1595
"30045","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1472,1465,1509.5,1569.5,1579,1563,1505,1525,1530,1545,1545,1560,1585,1575,1595,1600,1632.5,1600,1600,1650,1650,1620,1650,1650,1650,1600,1650,1650
"60624","Chicago","IL","Chicago-Naperville-Elgin","Cook County",195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1400,1350,1400,1400,1350,1475,1385,1360,1350,1400,1400
"11937","East Hampton","NY","New York-Newark-Jersey City","Suffolk County",196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43250,47750,40000,40000,39000,40000,35000,35000,35500,38500,35000,35000,35000,35000,30000,30000,30000,29500,28250,27250,27000,25000,28000,27750,27500,27000,27000,27000
"89141","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,1582,1600,1650,1625,1672.5,1612.5,1725,1650,1600,1617.5,1600,1650,1650,1650,1795,1800,1795,1662.5,1712.5,1800,1775,1867.5,1750,1810,1812.5,1872.5,1895
"77041","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350,3350,3200,2945,3000,3000,2925,2900,3000,3045,3090,3095,2975
"33579","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",199,,,,,,,,,,,,1295,1325,1350,1350,1372.5,1350,1350,1325,1350,1375,1395,1350,1412.5,1500,1475,1450,1475,1500,1550,1545,1500,1500,1495,1475,1475,1412.5,1450,1400,1400,1500,1485,1485,1495,1500,1485,1497.5,1495,1495,1475,1477.5,1507.5,1512.5,1550,1525,1550,1525,1500,1500,1495,1525,1550,1550,1537.5,1550,1550,1595,1550,1590,1550,1575,1500,1595,1599,1600,1647,1649,1665,1645,1655,1675,1595,1595,1600,1625,1635,1687.5,1750,1745,1725,1700,1667.5,1640,1690,1695,1707.5,1700,1749,1745,1750
"78260","San Antonio","TX","San Antonio-New Braunfels","Bexar County",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2145,2250,2300,2270,2195,2100,2100,2100,2097.5,2100,2100,2095,2295,2295,2197.5,2200,2200,2195,2095,2100,2200,2097.5,2100,2072.5,2047.5,2200
"02906","Providence","RI","Providence-Warwick","Providence County",201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,2900,2950,2949,2945,3000,2900,2850,2750,2500,2800,2550
"66441","Junction City","KS","Junction City","Geary County",202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1200,1262.5,1250,1237.5,1200,1200,1250,1250,1225,1200,1200,1225,1250,1237.5,1250,1300,1250,1250,1250,1250,1250,1200,1175,1175,1200
"02119","Boston","MA","Boston-Cambridge-Newton","Suffolk County",203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3200,3300,3300,3300,3250,3075,3000,2900,2900,3200,3200,3300,3275,3275,3287.5,3225,3150,3100,3000,2995,2800,3250,3725,3650,3500,3500,3450
"02143","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",204,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3000,3200,3200,3350,3100,3100,3100,3050,3000,3050,3100,3400,3450,3500,3400,3400,3275,3300,3250,3200,3195,3000,3000,3400,3400,3500,3500,3500,3400,3300,3325,3000,3000,3000,3000,3500,3450,3600,3800,3600,3800,3600,3300,3200,3000,3000,3400,3700,3700,3750,3750,3767.5,3500,3500,3650,3495,3300,3247.5,3500,3900,4050,4120,4100,4050,4000,3800,3800,3750,3750,3750,4000,4200,4300
"02145","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",205,,,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2500,2500,2500,2600,2500,2550,2600,2600,2400,2400,2500,2600,2600,2800,2800,2900,2850,2850,2725,2600,2600,2600,2600,2700,2900,2850,2800,2800,2875,2875,2800,2800,2800,2800,2800,2900,3000,2975,3200,3175,3200,3100,3137.5,3037.5,2900,2850,3075,3200,3400,3425,3450,3475,3475,3475,3300,3300,3300,3087.5,3250,3800,3800,3775,3700,3600,3685,3850,3850,3800,3800,3600,3600,3950,3875,3800
"32832","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2050,2095,2000,1995,2000,2000,1995,2100,2095,2105,2075,2050,2100,2095,2192.5,2190,2095,2047.5,2100,2150,2150,2172.5,2095,2100
"02115","Boston","MA","Boston-Cambridge-Newton","Suffolk County",207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,5100,4900,5000,4800,4800,4887.5,4800,4500,5000,5200,5200,5300,5400,5400,5300,5100
"02144","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",208,,,,,,,,,,,,,,,,3000,3200,3000,3200,3000,3000,3000,3000,3000,3000,3000,3325,3350,3325,3400,3400,3250,3200,3300,3200,3200,3200,3200,3200,3350,3200,3350,3500,3350,3200,3250,3200,3150,3100,3100,3250,3300,3425,3600,3650,3500,3400,3500,3500,3500,3400,3400,3600,3600,3700,3900,3900,3600,3400,3350,3350,3350,3425,3600,4000,4000,4000,4000,3900,3800,3600,3600,3600,3600,3600,3700,4200,4200,4000,4000,3950,3800,3820,3840,3840,3900,4000,4000,4600,4600
"02215","Boston","MA","Boston-Cambridge-Newton","Suffolk County",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4400,4400,4800,4600,4550,4100,4300,4400,4250,4250,4275,4800,5000,5100,4900,4600,4500,4400,4300,4250,4300,4400,4550,4600,4800,5050,4800,4600
