"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"89074","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.5,1650,1525,1695,1587.5,1724.5,1750,1750,1725,1700,1750,1795,1799.5,1600,1600,1750,1795,1795,1795,1760,1995,1872.5,1795,1900,1885,1849,1937.5,1872.5,1895,1800,1795,1997.5,2100
"83646","Meridian","ID","Boise City","Ada County",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1712.5,1772.5,1772.5,1797.5,1672.5,1595,1662.5,1685,1650,1750,1772.5
"33414","Wellington","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540,2565,2700,2690,2670,2605,2800,3000,3000,2800,2687.5,2650,2600,2500,2600
"30101","Acworth","GA","Atlanta-Sandy Springs-Roswell","Cobb County",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1550,1645,1600,1600,1600,1645,1620,1622.5,1650,1600,1597.5,1650,1697.5,1695,1650,1650,1695,1700,1800,1665,1732.5,1700,1776,1772.5,1840,1795,1750
"92618","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4175,4125,4100,4150,4000,4150,4200,4150,4200,4250,4000,4200,4195,4150,4350,4500,4500,4290,4450,4300,4350,4000,4000,4100,4200,4200,4200
"92130","San Diego","CA","San Diego-Carlsbad","San Diego County",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4195,4295,4500,4500,4595,4400,4200,4325,4450,4500,4500,4500,4500,4500,4500,4600,4672.5,4447.5,4525,4600,4500,4400,4500,4500,4500,4600,4500,4900
"77070","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647,1625,1795,1700,1747.5,1700,1700,1700,1695,1750,1700,1750,1797.5,1800,1750,1700,1775,1800,1900,1825,1750,1750,1750,1762.5,1762.5,1777.5,1800
"73013","Edmond","OK","Oklahoma City","Oklahoma County",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622.5,1600,1612.5,1695,1795,1850,1950,1937.5,1950,1950,1895,1850,1695,1672.5
"77373","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1550,1459,1450,1475,1550,1600,1530,1550,1500,1550,1575,1620,1650,1625,1600,1625,1650,1625,1600,1600,1600,1600,1595,1555,1550,1675,1700
"07305","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2049.5,2000,1949,2000,1995,1900,1950,1900,1900,1900,1999
"78253","San Antonio","TX","San Antonio-New Braunfels","Bexar County",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1615,1692,1697.5,1695,1695,1787.5,1797.5,1800,1800,1750,1692,1725,1695,1697.5,1695,1695,1750,1750,1800,1750,1727.5,1695,1700,1925,1950,2290,2045,1950,1950
"02135","Boston","MA","Boston-Cambridge-Newton","Suffolk County",97,2600,2600,2600,2600,2550,2500,2500,2500,2550,2600,2700,2800,2700,2650,2650,2700,2775,2725,2749.5,2667.5,2800,2900,2800,2800,2800,2900,2974.5,2950,3000,3000,3000,3000,3000,2950,2950,2950,2999,3000,3000,3100,3199,3100,3100,3100,3200,3199,3200,3200,3200,3100,3100,3200,3200,3100,3100,3100,3090,3000,3050,3100,3200,3200,3200,3300,3300,3300,3300,3200,3200,3200,3200,3174.5,3400,3400,3400,3400,3400,3400,3400,3400,3400,3300,3300,3400,3399,3400,3400,3400,3500,3450,3400,3400,3400,3300,3300,3400,3400,3400,3450,3500
"92563","Murrieta","CA","Riverside-San Bernardino-Ontario","Riverside County",98,,,,,,,1872.5,1972.5,1895,1895,1897.5,1950,1950,1897.5,1900,1900,1900,1900,1850,1850,1850,1850,1895,1895,1900,1895,1895,1895,1900,1900,1900,1900,1899.5,1900,1900,1895,1899,1895,1875,1895,1962.5,1937.5,1907.5,1950,1995,1975,1950,1950,1950,1937.5,1926.5,1998,2000,2000,2072.5,1999,1995,1995,2097.5,2000,1995,2000,2000,1995,2050,2100,2000,2100,2195,2091,2095,2095,2098,2195,2195,2197.5,2200,2150,2225,2295,2275,2272.5,2200,2185,2200,2295,2295,2325,2295,2295,2295,2395,2295,2225,2235,2285,2295,2297.5,2300,2295
"33578","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1519,1530,1550,1517,1525,1550,1600,1610,1587.5,1600,1550,1550,1575,1550,1597.5,1600,1650,1665,1675,1690,1650,1650,1650,1645,1650,1695,1749,1750
"06511","New Haven","CT","New Haven-Milford","New Haven County",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1600,1600,1650,1700,1562.5,1597.5,1650,1650,1650,1650,1595,1650,1697.5,1750,1650,1700,1850,1642,1625,1667,1650,1600,1700,1750,1850,1800
"89147","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",101,,,,,,,,,,,,,1300,1300,1300,1350,1350,1350,1350,1350,1350,1300,1300,1297.5,1300,1300,1350,1495,1450,1400,1322.5,1300,1375,1385,1395,1395,1375,1400,1400,1400,1400,1420,1432.5,1375,1450,1450,1395,1395,1467.5,1425,1400,1450,1467.5,1450,1485,1496.5,1350,1400,1400,1395,1407.5,1500,1600,1535,1495,1600,1530,1395,1465,1487.5,1399,1485,1400,1450,1500,1650,1600,1650,1650,1574,1550,1550,1595,1595,1650,1600,1695,1697.5,1672.5,1650,1700,1750,1750,1700,1700,1795,1700,1699,1772.5,1750
"29229","Columbia","SC","Columbia","Richland County",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1350,1397.5,1450,1550,1495,1495,1400,1450,1400,1400,1395,1380,1400,1435,1425,1425,1450,1450,1400,1450,1495,1412.5,1400,1445,1470,1465
"75068","Little Elm","TX","Dallas-Fort Worth-Arlington","Denton County",103,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1650,1650,1600,1625,1650,1597.5,1612.5,1600,1597.5,1597.5,1600,1597.5,1600,1650,1697.5,1650,1650,1695,1695,1700,1750,1795,1700,1737.5,1697.5,1750,1795,1795,1850,1850,1800,1785,1820,1872.5,1825,1850,1822.5,2000,1795,1750,1897.5,1850,1925,1800,1795,1795,1850,1800,1950,1995,1900,1950,1900,1900,1895,1850,1850,1850,1950,1950,1987.5,1950,1950,1895,1972.5,1935,1892.5,1900,1995,2100,2100,2000,2040
"33178","Doral","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",104,2500,2500,2500,2562.5,2500,2650,2600,2600,2500,2500,2600,2600,2600,2600,2650,2700,2700,2700,2800,2600,2600,2625,2650,2700,2600,2600,2600,2700,2800,2750,2725,2700,2650,2650,2650,2650,2650,2650,2600,2590,2699,2750,2800,2775,2750,2750,2700,2700,2700,2800,2800,2800,2899.5,3000,2850,2899.5,2925,3000,2900,2900,2900,2900,2950,2950,3000,2800,2850,2850,2950,2899,2850,2725,2800,2874.5,2900,2899,2800,2950,3000,2900,2900,2900,2900,2937.5,2900,2900,3000,3000,3050,2990,2980,2950,2950,2950,2950,2900,2900,2899.5,2950,2950
"30114","Canton","GA","Atlanta-Sandy Springs-Roswell","Cherokee County",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1517,1500,1550,1550,1550,1615,1600,1587.5,1577.5,1557.5,1575,1600,1582.5,1597.5,1595.5,1645,1645,1595,1595.5,1539,1512.5,1595,1602,1680,1685,1675,1695,1730
"75071","McKinney","TX","Dallas-Fort Worth-Arlington","Collin County",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1800,1795,1900,1950,1950,1950,1900,1895,1895,1837.5,1812.5,1850,1850,1850,1900,1900,1895,1995,1995,1972.5,1925,1875,1975,1950,1995,1995,1972.5,2027.5,2122
"65202","Columbia","MO","Columbia","Boone County",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,900,900,900,900,950,950,950,925,950,950,925,950,950,925,912.5,950,950,925,950,950,960,950,925,930,950,950
"75034","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2450,2400,2422.5,2587,2450,2462.5,2395,2650,2450,2532.5,2700,2925,2900,2850,2600,2850,2972.5,2950,2995,2947.5,2872.5,2900,2662.5,2700,2650,2475,2569.5
"77407","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897.5,1900,2000,2095,2100,2150,1950,1900,1972.5,2100,2197.5,1932.5,1825,1895,1925,1895,1872.5,1850,1850,1850,1890,1900,1975,1850,1850,1950,1800,1990,1899,1900,1925,1950,1849,1850,1950,1950,1950,1950,1950,1897,1897.5,1962.5,1962.5,1999,2000,1900,1850,1825,1850,1850,1900,1900,1900,2000,1950,1900,1950,1970,1999,1950,1950,1950
"92880","Eastvale","CA","Riverside-San Bernardino-Ontario","Riverside County",110,,,,,,,,,,,,,2300,2300,2300,2350,2300,2300,2300,2300,2300,2295,2300,2300,2300,2300,2300,2300,2290,2265,2300,2300,2300,2350,2300,2300,2300,2300,2300,2300,2300,2300,2365,2350,2300,2350,2300,2300,2300,2300,2300,2350,2300,2400,2400,2400,2400,2400,2400,2400,2400,2400,2412.5,2450,2400,2450,2500,2500,2300,2455,2500,2500,2499,2550,2550,2600,2568.5,2550,2550,2550,2550,2550,2500,2500,2500,2500,2595,2595,2600,2600,2600,2600,2600,2625,2600,2600,2600,2600,2600,2600
"89129","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.5,1495,1495,1500,1495,1511,1612.5,1500,1495,1580,1587.5,1547.5,1500,1500,1550,1650,1650,1650,1590,1599,1595,1610,1672.5,1622.5,1600,1615,1695,1772.5
"92253","La Quinta","CA","Riverside-San Bernardino-Ontario","Riverside County",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,5500,5500,5000,5500,5500,5000,5000,5250,5500,5650,5000,5000,5500,6200,5500
"22554","Stafford","VA","Washington-Arlington-Alexandria","Stafford County",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2150,2100,2272.5,2272.5,2200,2200,2100,2172.5,2150,2200,2175,2150,2150,2200,2250,2200,2275,2300,2200,2195,2200,2175,2200,2100,2200,2200,2330
"78258","San Antonio","TX","San Antonio-New Braunfels","Bexar County",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.5,2000,2097.5,2272,2283.5,2265,2265,2255,2325,2265,2395,2254,2089,2119.5,2195,2200,2195,2200,2283.5,2200,2287,2350,2250,2265,2295,2300,2295,2265,2275,2395,2295
"33033","Homestead","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1600,1700,1800,1800,1800,1775,1800,1800,1800,1775,1850,1875,1835.5,1900,1775,1800,1850,1837.5,1850,1900,1900,1925,1900,1912.5,1935,1900,1850,1897.5,1900,1925
"75025","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,1970,1900,1900,1950,1950,1995,2022.5,1995,1950,1950,1950,1972.5,1995,2095,2097.5,1995,1995,1999,1995,1950,1995,2000,2095,2000,2100,2150,2200,2100,2147.5,2100,2072,1999.5,2072.5,2000,2000,2100,2100,2150,2200,2146,1995,2100,1995,2075,2150,2100,2195,2250,2200,2197.5,2150,2150,2100,2000,2000,2100,2100,2100,2100,2150,2195,2200,2250,2225,2147,2100,2125,2195,2197.5,2225,2300
"47401","Bloomington","IN","Bloomington","Monroe County",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925,2950,2950,2800,2750,2700,2700,2500,2437.5,2500,2600,2840
"66502","Manhattan","KS","Manhattan","Riley County",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1440,1440,1400,1345,1325,1345,1277.5,1250,1200,1145,1260,1400,1400,1440,1395,1380,1300,1249,1200,1200,1200,1250,1325,1400,1400,1400,1400,1350
"32837","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1947.5,1938,1950,1950,2000,1995,1995,1995,2000,2100,2100,1987.5,1925,2050,2195,2100,2122.5
"75024","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.5,2425,2292.5,2295,2345,2400,2300,2422.5,2400,2200,2200,2250,2300,2262.5,2200,2147.5,2375,2500,2425,2295,2400,2400,2400,2495,2400,2425,2400,2400
"92037","San Diego","CA","San Diego-Carlsbad","San Diego County",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7250,7500,8000,8400,8000,7550,8000,7997.5,7995,7450,7500,8225,7500,7500,7995,7550,7350,6925,6995,8000,7400,8000,8300,9000,8500,8250
"30809","Evans","GA","Augusta-Richmond County","Columbia County",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1500,1575,1595,1562.5,1595,1625,1600,1550,1550,1595,1575,1595,1622.5,1550,1575,1562.5,1599.5,1650,1600,1550,1650,1675,1685,1600,1550,1575,1562.5,1650
"77406","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1850,1800,1885,1985,1950,1985,2050,1999.5,1995,1900,1995,2000,1900,1900,1900,1972.5,2100,2100,1962.5,1950,1950,1850,1800,1797.5,1800,1875,2000
"60623","Chicago","IL","Chicago-Naperville-Elgin","Cook County",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1385,1395,1400,1400,1350,1400,1300,1300,1352.5,1350,1375,1400
"53703","Madison","WI","Madison","Dane County",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2107.5,2185,2090,2185,2090,2090,2000,1977.5,1935,1870,1995,2185,2185,2185,2007.5,2007.5,1997,1960,1895
"30518","Sugar Hill","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650,1625,1625,1695,1699.5,1650,1640,1610,1600,1600,1612.5,1699.5,1722.5,1725,1737.5,1786,1800,1712.5,1695,1657.5,1700,1750,1730,1784,1803,1810
"32259","Fruit Cove","FL","Jacksonville","Saint Johns County",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1872.5,1900,2150,1997.5,2067.5,2102.5,2075,1925,1950,1995,2034.5,2000,1992.5,1992.5,2031,2170,2095,2072.5,2000,2100,2000,2150,2095,2150,2190,2150,2097.5
"32746","Lake Mary","FL","Orlando-Kissimmee-Sanford","Seminole County",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,2100,2195,2245,2350,2197.5,2200,2147.5,2000,2022.5,2047.5,2195,2295,2296,2200,2300,2325,2430,2300,2200,2295,2424.5,2336,2350,2395,2195,2190
"77469","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1900,1850,1850,1850,1800,1800,1800,1750,1825,1895,1825,1800,1800,1800,1850,1875,1850,1825,1900,1887,1862.5,1800,1850,1900,1895,1850,1900
"77388","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1650,1695,1650,1675,1695,1695,1685,1695,1700,1725,1825,1822,1799,1750,1750,1750,1750,1750,1750,1750,1745,1699.5,1725,1760,1795,1835,1849
"33179","Ives Estates","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2600,2550,2600,2750,2800,2750,2700,2750,2700,2725,2700,2925,3100,3100,3100,3100,2900,2975,2750,2950,3100,3111,3200,3050
"30097","Duluth","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,2100,2025,2025,2050,2095,2200,2100,2050,2000,1995,2000,2050,2025,2050,2000,2100,2100,2100,2100,2197.5,2100,2100,2100,2150,2175,2200,2200
"34786","Windermere","FL","Orlando-Kissimmee-Sanford","Orange County",133,,,,,,,,,,,,,,1925,2200,2100,2100,2100,2200,2100,2300,2275,2000,2212.5,2000,1975,1950,1995,2200,2295,2295,2272.5,2295,2200,2195,2100,2100,2100,2100,2100,2075,1900,2000,2000,2000,2072.5,1997,1995,2062.5,2095,2097.5,2200,2150,2237.5,2150,2350,2300,2250,2150,2100,2150,2200,2300,2350,2337.5,2397.5,2200,2224.5,2395,2232.5,2295,2312.5,2322.5,2400,2300,2500,2500,2450,2650,2537.5,2475,2450,2322.5,2400,2450,2537.5,2400,2400,2447.5,2400,2462.5,2500,2500,2500,2635,2595,2665,2537.5,2500,2650
"34746","Kissimmee","FL","Orlando-Kissimmee-Sanford","Osceola County",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1400,1390,1395,1395,1400,1475,1450,1450,1450,1450,1495,1450,1450,1500,1495,1497.5,1495,1500,1500,1550,1495,1500,1555,1550,1497.5,1500,1495,1595,1500,1597.5,1650,1595,1500,1550,1600,1599.5,1537.5,1550,1600,1662.5,1699,1650,1650,1700,1750,1675,1650,1695,1695,1700,1685,1650,1650,1705,1700
"78109","Converse","TX","San Antonio-New Braunfels","Bexar County",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.5,1400,1400,1400,1400,1450,1475,1450,1400,1450,1450,1450,1450,1450,1437.5,1462.5,1475,1495,1525,1545,1545,1495,1450,1495,1495,1497,1525,1550
"43201","Columbus","OH","Columbus","Franklin County",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1840,1800,1800,1740,1700,1672.5,1600,1600,1600,1887.5,2040,2020,1960,1900,1900,1900,1850,1800
"32824","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,1587.5,1662.5,1695,1639.5,1600,1625,1695,1695,1755,1720.5,1750,1799,1749.5,1749,1767.5,1760,1800,1850,1847.5,1800,1850,1860,1875,1875,1863,1880,1850,1900,1890
"89131","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1660,1650,1695,1695,1730,1695,1695,1600,1597,1677.5,1695,1695,1665,1672.5,1697,1800,1797.5,1822.5,1750,1825,1785,1797.5,1795,1775,1785,1705,1997.5
"33177","South Miami Heights","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199,2200,2200,2300,2300,2410,2335,2224.5,2296,2250,2207.5,2200,2225,2200,2229,2200,2187,2147.5,2199.5,2199.5,2055,2100,2100,2200
"30813","Grovetown","GA","Augusta-Richmond County","Columbia County",140,,,,,,,,,,,,,,,,,,,,,,,,,,1285,1297.5,1300,1295,1275,1275,1237.5,1200,1225,1250,1250,1250,1250,1250,1250,1250,1250,1295,1295,1295,1295,1250,1250,1295,1350,1350,1295,1295,1300,1300,1350,1300,1295,1285,1300,1300,1300,1350,1395,1395,1395,1350,1375,1250,1312.5,1262.5,1300,1350,1350,1400,1400,1400,1350,1350,1397.5,1425,1397.5,1375,1362.5,1350,1350,1325,1395,1450,1400,1400,1400,1400,1400,1400,1395,1395,1400,1400,1399.5
"75013","Allen","TX","Dallas-Fort Worth-Arlington","Collin County",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297.5,2425,2450,2425,2348,2475,2400,2397.5,2500,2372.5,2500,2300,2295,2300,2300,2300,2447.5,2595,2400,2450,2395,2390,2390,2392.5,2597.5,2595,2570
"92009","Carlsbad","CA","San Diego-Carlsbad","San Diego County",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3695,3695,3650,3695,4045,3950,3800,3855,3925,3995,4137.5,3850,4100,4195,4500,3772,3797.5,3882.5,3897.5,3700,3872.5,4000
"30519","Buford","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",143,,,,,,,,,,,,,,,,1295,1300,1350,1350,1300,1295,1395,1375,1350,1395,1395,1395,1395,1310,1350,1362.5,1395,1397.5,1400,1400,1400,1400,1400,1400,1400,1437.5,1400,1400,1425,1400,1450,1450,1462.5,1450,1450,1500,1500,1525,1500,1500,1495,1495,1480,1500,1547,1500,1500,1550,1542.5,1500,1500,1525,1500,1507,1507.5,1500,1460,1522.5,1550,1595,1600,1610,1650,1640.5,1670,1650,1650,1650,1650,1676,1695,1700,1700,1710,1750,1700,1690,1700,1662.5,1700,1749,1763.5,1770,1750,1750
"32712","Apopka","FL","Orlando-Kissimmee-Sanford","Orange County",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1785,1737.5,1800,1750,1810,1750,1755,1779.5,1783,1775,1800,1815.5,1795,1799,1795,1815,1795,1822.5,1875,1860,1797.5,1795,1795,1800,1855,1956,1956
"02127","Boston","MA","Boston-Cambridge-Newton","Suffolk County",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,4400,4800,4800,4800,4400,4200,4000,4000,4150,4200,4000,3995,4600,4500,4500,4800,4800,4500,4400,4000,4000,4000,4400,4075,4720,4997
"33196","The Hammocks","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",146,,,,2025,2150,2150,2150,2292.5,2300,2250,2200,2100,2200,2200,2200,2175,2175,2100,2270,2300,2200,2185,2200,2200,2200,2200,2300,2300,2300,2300,2300,2300,2289,2289,2299,2275,2282,2299,2299,2250,2295,2250,2272.5,2310,2300,2300,2300,2350,2300,2227.5,2290,2325,2272.5,2300,2300,2290,2292.5,2300,2400,2325,2300,2300,2300,2250,2450,2362.5,2500,2300,2450,2395,2250,2225,2285,2300,2295,2400,2450,2410.5,2449.5,2485,2500,2500,2450,2475,2500,2500,2450,2500,2545,2500,2500,2500,2500,2509.5,2500,2499.5,2450,2450,2487,2495
